address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"The Gallery, 290 Camberwell Road, London",http://www.rightmove.co.uk/estate-agents/agent/Hastings-International/London-Bridge-14606.html,2 bedroom apartment for sale,63591240,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-63591240.html,2,51.474678000000004,-0.094968,Leasehold,28.0,46.0,22.0,0,0,1.875,8.5,6.0,5.0,21.375
"Wannock Gardens, BARKINGSIDE, IG6",http://www.rightmove.co.uk/estate-agents/agent/Payne-and-Co/Ilford-6352.html,3 bedroom semi-detached house for sale,63477672,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-63477672.html,3,51.602552,0.076851,Freehold,28.0,47.0,59.0,5,3,1.875,8.5,5.333333333333334,-7.0,16.708333333333336
Lordship Lane East Dulwich SE22,http://www.rightmove.co.uk/estate-agents/agent/Acorn/Dulwich-50698.html,2 bedroom flat for sale,63445182,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-63445182.html,2,51.454162,-0.077713,Share of Freehold,32.0,45.0,14.0,0,3,1.875,6.5,6.666666666666667,5.0,23.041666666666668
"Tollington Way, Islington",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Highgate-1909.html,2 bedroom flat for sale,63221727,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-63221727.html,2,51.56173,-0.12293,Freehold,37.0,56.0,61.0,0,3,1.875,4.0,-1.3333333333333333,-8.0,-0.45833333333333304
"Vivian Avenue, Wembley",http://www.rightmove.co.uk/estate-agents/agent/haart/Wembley-11607.html,3 bedroom semi-detached house for sale,63001251,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-63001251.html,3,51.550336,-0.27732399999999996,Freehold,52.0,72.0,62.0,5,3,1.875,-7.0,-22.666666666666664,-8.5,-28.291666666666664
"St. Peter's Close, London, SW17",http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Wandsworth-65845.html,2 bedroom house for sale,83247692,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-83247692.html,2,51.440432,-0.171125,Freehold,49.0,64.0,24.0,0,3,1.875,-4.0,-12.0,5.0,-6.125
"Earlsfield Road, Earlsfield",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Earlsfield-55441.html,2 bedroom flat for sale,72699577,34,575000.0,2019-07-13 07:50:08.181162,http://www.rightmove.co.uk/property-for-sale/property-72699577.html,2,51.449529999999996,-0.18196099999999998,Leasehold,48.0,66.0,28.0,0,0,1.875,-3.0,-14.666666666666666,4.25,-11.541666666666666
"Evering Road, London",http://www.rightmove.co.uk/estate-agents/agent/Felicity-J-Lord/Stoke-Newington-80278.html,2 bedroom flat for sale,83024063,35,550000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83024063.html,2,51.561437,-0.060929,Leasehold,24.0,41.0,52.0,0,0,2.5,10.0,9.333333333333334,-3.5,18.333333333333336
"Regents Drive, Woodford Green, IG8",http://www.rightmove.co.uk/estate-agents/agent/Durden-and-Hunt/London-203339.html,2 bedroom apartment for sale,83146211,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83146211.html,2,51.601726,0.065407,Leasehold,30.0,48.0,59.0,0,0,1.875,7.5,4.666666666666667,-7.0,7.041666666666668
Lowther Hill  ,http://www.rightmove.co.uk/estate-agents/agent/Pickwick-Estates/Honor-Oak-84502.html,3 bedroom flat for sale,63641787,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-63641787.html,3,51.445445,-0.040087,-,31.0,37.0,14.0,5,0,1.875,7.0,10.0,5.0,28.875
"Wandsworth Common West Side, Wandsworth",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Battersea-55345.html,2 bedroom flat for sale,72308152,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-72308152.html,2,51.456987,-0.18152100000000002,Leasehold,47.0,66.0,30.0,0,0,1.875,-2.0,-14.666666666666666,3.75,-11.041666666666666
"Edenbridge Road, Bush Hill Park, Enfield",http://www.rightmove.co.uk/estate-agents/agent/Baker-and-Chase/London-Borough-of-Enfield-109898.html,3 bedroom terraced house for sale,62497443,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-62497443.html,3,51.63917100000001,-0.071656,-,33.0,53.0,65.0,5,0,1.875,6.0,1.333333333333334,-10.0,4.208333333333334
Leyland Road London SE12,http://www.rightmove.co.uk/estate-agents/agent/John-Payne/Lee-34397.html,3 bedroom terraced house for sale,72863260,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-72863260.html,3,51.453799,0.013527,Freehold,21.0,27.0,29.0,5,3,1.875,10.0,10.0,4.0,33.875
"Brandon Street, Elephant and Castle, London, SE17",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/London-Bridge-55101.html,2 bedroom flat for sale,72708502,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-72708502.html,2,51.491506,-0.094349,Leasehold,24.0,47.0,30.0,0,0,1.875,10.0,5.333333333333334,3.75,20.958333333333336
"Hillside Road, Streatham",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Streatham-55537.html,3 bedroom flat for sale,83272202,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83272202.html,3,51.439218,-0.11546300000000001,Leasehold,41.0,50.0,15.0,5,0,1.875,2.0,3.333333333333334,5.0,17.208333333333336
"Leighton Gardens, Kensal Rise, London",http://www.rightmove.co.uk/estate-agents/agent/Warwick-Estate-Agents/London-2979.html,2 bedroom flat for sale,59830371,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-59830371.html,2,51.536792,-0.225192,-,52.0,75.0,61.0,0,0,1.875,-7.0,-26.666666666666664,-8.0,-39.791666666666664
London,http://www.rightmove.co.uk/estate-agents/agent/haart/Southgate-11485.html,3 bedroom terraced house for sale,72888223,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-72888223.html,3,51.621773,-0.088118,Freehold,31.0,49.0,63.0,5,3,1.875,7.0,4.0,-9.0,11.875
"Stanstead Road, Forest Hill",http://www.rightmove.co.uk/estate-agents/agent/Alexander-Charles-and-Browne/Forest-Hill-206588.html,3 bedroom terraced house for sale,83147819,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83147819.html,3,51.44236,-0.050404000000000004,Freehold,33.0,38.0,12.0,5,3,1.875,6.0,10.0,5.0,30.875
"Niagara Avenue, Ealing, W5",http://www.rightmove.co.uk/estate-agents/agent/Sargeants/Ealing-118390.html,2 bedroom flat for sale,62500413,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-62500413.html,2,0.0,0.0,Share of Freehold,,,,0,3,1.875,10.0,10.0,5.0,29.875
"Beresford Avenue, Whetstone",http://www.rightmove.co.uk/estate-agents/agent/Hunters/Whetstone-36281.html,2 bedroom bungalow for sale,63644475,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-63644475.html,2,51.62807,-0.1575,-,39.0,59.0,71.0,0,0,1.875,3.0,-5.333333333333333,-13.0,-13.458333333333332
"Boundary Road, Walthamstow, London, E17",http://www.rightmove.co.uk/estate-agents/agent/YOUR-MOVE-Sterling-and-Co/Walthamstow-35033.html,3 bedroom terraced house for sale,83170142,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83170142.html,3,51.574158000000004,-0.020116,-,25.0,42.0,54.0,5,0,1.875,10.0,8.666666666666666,-4.5,21.041666666666664
"Falcondale Court, Lakeside Drive, London, NW10",http://www.rightmove.co.uk/estate-agents/agent/Life-Residential/West-London--Sales-62262.html,3 bedroom apartment for sale,83102699,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83102699.html,3,51.531509,-0.282887,Leasehold,54.0,74.0,57.0,5,0,1.875,-9.0,-25.333333333333332,-6.0,-33.45833333333333
"Kilburn Lane, Queens Park, London, W10",http://www.rightmove.co.uk/estate-agents/agent/Greene-and-Co/Kensal-Rise-95500.html,2 bedroom flat for sale,82714490,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-82714490.html,2,51.53279000000001,-0.20853000000000002,Leasehold,48.0,72.0,56.0,0,0,1.875,-3.0,-22.666666666666664,-5.5,-29.291666666666664
"Mansfield Road, London, NW3",http://www.rightmove.co.uk/estate-agents/agent/Keatons/Kentish-Town-25052.html,2 bedroom flat for sale,72431440,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-72431440.html,2,51.554838000000004,-0.151662,Leasehold,44.0,63.0,63.0,0,0,1.875,0.5,-10.666666666666666,-9.0,-17.291666666666664
Brightfield Road London SE12,http://www.rightmove.co.uk/estate-agents/agent/Peter-James-Estate-Agents/Lee-118048.html,2 bedroom terraced house for sale,83251352,35,575000.0,2019-07-13 07:50:08.501104,http://www.rightmove.co.uk/property-for-sale/property-83251352.html,2,51.456234,0.007876000000000001,Freehold,22.0,27.0,27.0,0,3,1.875,10.0,10.0,4.5,29.375
"Hazelbourne Road, London",http://www.rightmove.co.uk/estate-agents/agent/Patrick-Henry/Clapham-South-106402.html,3 bedroom flat for sale,72610153,36,700000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-72610153.html,3,51.451569,-0.14564000000000002,-,41.0,56.0,21.0,5,0,-5.0,2.0,-1.3333333333333333,5.0,5.666666666666667
"WENSLEYDALE Avenue, Ilford, IG5",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,3 bedroom semi-detached house for sale,63609864,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-63609864.html,3,51.5974,0.056241,Freehold,25.0,44.0,56.0,5,3,1.875,10.0,7.333333333333334,-5.5,21.708333333333336
"Harrow Road, London",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Kensal-Rise-50343.html,2 bedroom flat for sale,79845584,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-79845584.html,2,51.526462,-0.20641199999999998,-,45.0,70.0,54.0,0,0,1.875,0.0,-20.0,-4.5,-22.625
"Thurlow Park Road, London, SE21",http://www.rightmove.co.uk/estate-agents/agent/Your-Move/New-Cross-8617.html,2 bedroom flat for sale,70881715,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-70881715.html,2,51.440509999999996,-0.09497,-,38.0,46.0,11.0,0,0,1.875,3.5,6.0,5.0,16.375
"Grasmere Road, Bromley, Kent",http://www.rightmove.co.uk/estate-agents/agent/Sinclair-Hammelton/Bromley-89318.html,3 bedroom maisonette for sale,82225715,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-82225715.html,3,51.41176,0.005495,-,33.0,37.0,16.0,5,0,1.875,6.0,10.0,5.0,27.875
"Argyle Road, London, N17",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Harringay-36308.html,3 bedroom terraced house for sale,72802057,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-72802057.html,3,51.600936,-0.063216,Freehold,34.0,53.0,66.0,5,3,1.875,5.5,1.333333333333334,-10.5,6.208333333333336
"Kings Avenue, Clapham",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Clapham-55423.html,3 bedroom flat for sale,70653412,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-70653412.html,3,51.44801500000001,-0.131363,Leasehold,40.0,54.0,17.0,5,0,1.875,2.5,0.6666666666666679,5.0,15.041666666666668
"Avenue Gardens, Acton, London, W3",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Chiswick-15951.html,2 bedroom flat for sale,71024704,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-71024704.html,2,51.503169,-0.275035,Share of Freehold,56.0,82.0,55.0,0,3,1.875,-11.0,-36.0,-5.0,-47.125
"Acorn Gardens, London, SE19",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,3 bedroom terraced house for sale,63491454,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-63491454.html,3,51.409991999999995,-0.08051699999999999,Freehold,44.0,50.0,3.0,5,3,1.875,0.5,3.333333333333334,5.0,18.708333333333336
"Colney Hatch Lane, Friern Barnet, London, N11",http://www.rightmove.co.uk/estate-agents/agent/Martyn-Gerrard/North-Finchley-13105.html,3 bedroom semi-detached house for sale,78057140,36,575000.0,2019-07-13 07:50:08.865120,http://www.rightmove.co.uk/property-for-sale/property-78057140.html,3,51.611544,-0.156756,Freehold,38.0,57.0,70.0,5,3,1.875,3.5,-2.6666666666666665,-12.5,-1.791666666666666
"King Edward Road, Leyton, E10",http://www.rightmove.co.uk/estate-agents/agent/Portico/Leyton-32706.html,3 bedroom terraced house for sale,72471757,37,550000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-72471757.html,3,51.567023,-0.00788,Freehold,23.0,40.0,51.0,5,3,2.5,10.0,10.0,-3.0,27.5
"Daysbrook Road, Streatham Hill",http://www.rightmove.co.uk/estate-agents/agent/Brooks-Estate-Agents/Streatham-49201.html,3 bedroom flat for sale,72878776,37,575000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-72878776.html,3,51.442215999999995,-0.121353,-,42.0,51.0,16.0,5,0,1.875,1.5,2.666666666666667,5.0,16.041666666666668
"Ranelagh Road, Tottenham, N17",http://www.rightmove.co.uk/estate-agents/agent/Tilson-and-Spencer/Tottenham-166970.html,3 bedroom terraced house for sale,70472413,37,575000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-70472413.html,3,51.590643,-0.07614299999999999,Freehold,35.0,54.0,64.0,5,3,1.875,5.0,0.6666666666666679,-9.5,6.041666666666668
"Church Avenue, London, E4",http://www.rightmove.co.uk/estate-agents/agent/Amanda-Roberts/North-Chingford-63076.html,3 bedroom detached bungalow for sale,83266844,37,574995.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83266844.html,3,51.609464,0.002932,-,24.0,47.0,56.0,5,0,1.875125,10.0,5.333333333333334,-5.5,16.708458333333333
"Castleton Avenue, WEMBLEY",http://www.rightmove.co.uk/estate-agents/agent/Bryan-Maher-and-Co/Wembley-48194.html,3 bedroom semi-detached house for sale,83026019,37,574950.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83026019.html,3,51.55875,-0.299199,Freehold,58.0,75.0,68.0,5,3,1.87625,-13.0,-26.666666666666664,-11.5,-41.290416666666665
"2 Crystal Palace Park Road,
London,
SE26 6UH",http://www.rightmove.co.uk/developer/branch/Vanquish-Iconic/Crib-Apartments-Crystal-Palace-Park-206606.html,2 bedroom apartment for sale,83030252,37,574000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83030252.html,2,51.423246,-0.062469000000000004,Share of Freehold,38.0,44.0,4.0,0,3,1.9,3.5,7.333333333333334,5.0,20.733333333333334
"Bittacy Hill,
London,
NW7 1BS",http://www.rightmove.co.uk/developer/branch/Barratt-London/Millbrook-Park-207614.html,2 bedroom apartment for sale,82970594,37,572000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-82970594.html,2,51.608594000000004,-0.210419,-,47.0,67.0,75.0,0,0,1.95,-2.0,-16.0,-15.0,-31.05
"Hayter Road, Brixton",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Clapham-55423.html,2 bedroom flat for sale,68402563,37,570000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-68402563.html,2,51.457454,-0.119894,Leasehold,38.0,55.0,20.0,0,0,2.0,3.5,0.0,5.0,10.5
"Sheen Court, Richmond",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Richmond-84806.html,3 bedroom flat for sale,81736910,37,570000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-81736910.html,3,51.464969,-0.28284499999999996,-,57.0,84.0,49.0,5,0,2.0,-12.0,-38.666666666666664,-2.0,-45.666666666666664
"Dumbarton Road, Brixton, London SW2",http://www.rightmove.co.uk/estate-agents/agent/Keating-Estates/Clapham-6280.html,2 bedroom flat for sale,82558493,37,570000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-82558493.html,2,51.450521,-0.12503499999999998,-,40.0,53.0,18.0,0,0,2.0,2.5,1.333333333333334,5.0,10.833333333333334
"Evesham Road, London, N11",http://www.rightmove.co.uk/estate-agents/agent/GetAnOffer/UK-48375.html,3 bedroom terraced house for sale,83010050,37,570000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83010050.html,3,51.612076,-0.130454,-,34.0,53.0,66.0,5,0,2.0,5.5,1.333333333333334,-10.5,3.333333333333334
"Hayter Road, London, SW2",http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Clapham-118759.html,2 bedroom flat for sale,82581986,37,570000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-82581986.html,2,51.457561,-0.119861,Leasehold,38.0,55.0,20.0,0,0,2.0,3.5,0.0,5.0,10.5
"Mark Mansions, Shepherd's Bush W12",http://www.rightmove.co.uk/estate-agents/agent/Kerr-and-Co/London-47967.html,2 bedroom flat for sale,83029727,37,569950.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83029727.html,2,51.504014,-0.23672100000000001,Share of Freehold,52.0,74.0,51.0,0,3,2.00125,-7.0,-25.333333333333332,-3.0,-30.33208333333333
"Graham Road, Turnpike Lane",http://www.rightmove.co.uk/estate-agents/agent/Wilkinson-Byrne/Green-Lanes-14497.html,3 bedroom terraced house for sale,63343374,37,569950.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-63343374.html,3,51.591133,-0.100665,Freehold,39.0,56.0,67.0,5,3,2.00125,3.0,-1.3333333333333333,-11.0,0.6679166666666667
"Bittacy Hill,
London,
NW7 1BS",http://www.rightmove.co.uk/developer/branch/Barratt-London/Millbrook-Park-207614.html,2 bedroom apartment for sale,82970588,37,569000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-82970588.html,2,51.608594000000004,-0.210419,-,47.0,67.0,75.0,0,0,2.025,-2.0,-16.0,-15.0,-30.975
"2 Crystal Palace Park Road,
London,
SE26 6UH",http://www.rightmove.co.uk/developer/branch/Vanquish-Iconic/Crib-Apartments-Crystal-Palace-Park-206606.html,2 bedroom apartment for sale,83030330,37,569000.0,2019-07-13 07:50:09.193832,http://www.rightmove.co.uk/property-for-sale/property-83030330.html,2,51.423246,-0.062469000000000004,Share of Freehold,38.0,44.0,4.0,0,3,2.025,3.5,7.333333333333334,5.0,20.858333333333334
"Bittacy Hill,
London,
NW7 1BS",http://www.rightmove.co.uk/developer/branch/Barratt-London/Millbrook-Park-207614.html,2 bedroom apartment for sale,82970597,38,567000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-82970597.html,2,51.608594000000004,-0.210419,-,47.0,67.0,75.0,0,0,2.075,-2.0,-16.0,-15.0,-30.925
"Schubert Road, Putney",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Putney-55525.html,2 bedroom flat for sale,72163048,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72163048.html,2,51.458065999999995,-0.204797,Share of Freehold,50.0,70.0,34.0,0,3,2.125,-5.0,-20.0,2.75,-17.125
"High Road, North Finchley, London, N12",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/New-Homes-North-West-61338.html,2 bedroom flat for sale,63399030,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-63399030.html,2,51.61327100000001,-0.175806,Leasehold,41.0,63.0,73.0,0,0,2.125,2.0,-10.666666666666666,-14.0,-20.541666666666664
"Mary Ann Gardens, Deptford",http://www.rightmove.co.uk/estate-agents/agent/Dexters/London-Bridge-40512.html,3 bedroom house for sale,72775825,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72775825.html,3,51.480290000000004,-0.025601,-,20.0,30.0,26.0,5,0,2.125,10.0,10.0,4.75,31.875
"Wanless Road, Herne Hill",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Dulwich-Village-55435.html,3 bedroom flat for sale,72834223,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72834223.html,3,51.464694,-0.100449,Leasehold,33.0,50.0,18.0,5,0,2.125,6.0,3.333333333333334,5.0,21.458333333333336
"High Road, North Finchley, London, N12",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/New-Homes-North-West-61338.html,2 bedroom flat for sale,63399033,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-63399033.html,2,51.61327100000001,-0.175806,Leasehold,41.0,63.0,73.0,0,0,2.125,2.0,-10.666666666666666,-14.0,-20.541666666666664
"Mowll Street, Stockwell",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Kennington-55498.html,2 bedroom flat for sale,63359976,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-63359976.html,2,51.477593,-0.114026,Leasehold,30.0,51.0,24.0,0,0,2.125,7.5,2.666666666666667,5.0,17.291666666666668
"Valley Road, London",http://www.rightmove.co.uk/estate-agents/agent/The-Express-Estate-Agency/Nationwide-61544.html,3 bedroom maisonette for sale,72785728,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72785728.html,3,51.43162,-0.118404,Freehold,44.0,53.0,13.0,5,3,2.125,0.5,1.333333333333334,5.0,16.958333333333336
"New Union Wharf, 
New Union Close, 
Isle of Dogs, 
Tower Hamlets, 
E14 3JX",http://www.rightmove.co.uk/developer/branch/LandQ-East/New-Union-Wharf-73911.html,3 bedroom apartment for sale,77702825,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-77702825.html,3,51.497505,-0.007599,Leasehold,8.0,30.0,43.0,5,0,2.125,10.0,10.0,0.5,27.625
"Oakbank Grove, Herne Hill",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Dulwich-Village-55435.html,2 bedroom maisonette for sale,72891679,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72891679.html,2,51.461876000000004,-0.098551,Leasehold,34.0,51.0,18.0,0,0,2.125,5.5,2.666666666666667,5.0,15.291666666666668
"Goodwood Road,
London,
SE14",http://www.rightmove.co.uk/developer/branch/Crest-Nicholson-South/Bond-House-191123.html,2 bedroom apartment for sale,83012762,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-83012762.html,2,51.476645,-0.039758,-,21.0,34.0,24.0,0,0,2.125,10.0,10.0,5.0,27.125
"Walthamstow Gateway, Station Approach, Walthamstow, E17",http://www.rightmove.co.uk/estate-agents/agent/Cushman-and-Wakefield/London-51570.html,2 bedroom flat for sale,72642367,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72642367.html,2,51.583118,-0.018321,Leasehold,29.0,45.0,57.0,0,0,2.125,8.0,6.666666666666667,-6.0,10.791666666666668
"Smallwood Road, Tooting",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Tooting-55543.html,2 bedroom maisonette for sale,83019248,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-83019248.html,2,51.430941,-0.177808,Share of Freehold,52.0,67.0,26.0,0,3,2.125,-7.0,-16.0,4.75,-13.125
"Stratosphere Tower, Stratford, London, E15",http://www.rightmove.co.uk/estate-agents/agent/Ernest-Brooks-International/London-162914.html,2 bedroom apartment for sale,63618933,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-63618933.html,2,51.540455,0.000261,-,21.0,34.0,50.0,0,0,2.125,10.0,10.0,-2.5,19.625
"Cranbrook Road, London, W4",http://www.rightmove.co.uk/estate-agents/agent/Townends/Chiswick-5853.html,2 bedroom apartment for sale,72645103,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-72645103.html,2,51.490757,-0.252619,Freehold,50.0,79.0,50.0,0,3,2.125,-5.0,-32.0,-2.5,-34.375
Cressingham Road London SE13,http://www.rightmove.co.uk/estate-agents/agent/John-Payne/Blackheath-Village-Office-34400.html,3 bedroom semi-detached house for sale,63577131,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-63577131.html,3,51.464427,-0.008464,Freehold,22.0,28.0,26.0,5,3,2.125,10.0,10.0,4.75,34.875
"Kennington Road, London",http://www.rightmove.co.uk/estate-agents/agent/Barnard-Marcus/Kennington-1913.html,2 bedroom flat for sale,77640200,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-77640200.html,2,51.4905,-0.11162000000000001,Leasehold,27.0,51.0,29.0,0,0,2.125,9.0,2.666666666666667,4.0,17.791666666666668
"Stratosphere Tower, 55 Great Eastern Road, E15",http://www.rightmove.co.uk/estate-agents/agent/CBRE-Residential/Docklands-36789.html,2 bedroom apartment for sale,59835477,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-59835477.html,2,51.547263,-0.0023829999999999997,Leasehold,19.0,36.0,48.0,0,0,2.125,10.0,10.0,-1.5,20.625
Vancouver House Reardon Path Wapping ,http://www.rightmove.co.uk/estate-agents/agent/Rubicon-Estate-Agents-Limited/Narrow-Street-15076.html,2 bedroom apartment for sale,83231660,38,565000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-83231660.html,2,51.503681,-0.059490999999999995,Leasehold,11.0,37.0,44.0,0,0,2.125,10.0,10.0,0.25,22.375
"Bittacy Hill,
London,
NW7 1BS",http://www.rightmove.co.uk/developer/branch/Barratt-London/Millbrook-Park-207614.html,2 bedroom apartment for sale,83068553,38,564000.0,2019-07-13 07:50:09.560339,http://www.rightmove.co.uk/property-for-sale/property-83068553.html,2,51.608594000000004,-0.210419,-,47.0,67.0,75.0,0,0,2.15,-2.0,-16.0,-15.0,-30.85
