address,agent_url,description,id,page_number,price,scrape_time,url,beds,latitude,longitude,tenure,travel_time_cw,travel_time_from_strand,travel_time_cp,bedroom_score,tenure_score,price_score,tt_score_cw,tt_score_from_strand,tt_score_cp,total_score
"Ashmore Close, Peckham",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Peckham-Rye-55519.html,3 bedroom terraced house for sale,70677754,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-70677754.html,3,51.476456,-0.07173500000000001,Freehold,24.0,42.0,26.0,5,3,1.25,10.0,8.666666666666666,4.75,32.666666666666664
"SQUIRES LANE, FINCHLEY, N3",http://www.rightmove.co.uk/estate-agents/agent/Bennett-and-Hall/London-82444.html,3 bedroom terraced house for sale,72361681,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72361681.html,3,51.600844,-0.180509,Freehold,39.0,59.0,74.0,5,3,1.25,3.0,-5.333333333333333,-14.5,-7.583333333333333
"Marney Road, Battersea",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Battersea-55345.html,2 bedroom maisonette for sale,77482376,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-77482376.html,2,51.462899,-0.15695699999999999,Share of Freehold,42.0,61.0,23.0,0,3,1.25,1.5,-8.0,5.0,2.75
"Woodlands Park Road, Harringay, London, N15",http://www.rightmove.co.uk/estate-agents/agent/Anthony-Pepe-Estate-Agents/Harringay-73589.html,3 bedroom end of terrace house for sale,82837607,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-82837607.html,3,51.582186,-0.096183,Freehold,35.0,52.0,64.0,5,3,1.25,5.0,2.0,-9.5,6.75
"Raymead Avenue , Thornton heath , CR7",http://www.rightmove.co.uk/estate-agents/agent/haart/Thornton-Heath-11543.html,3 bedroom detached house for sale,72700120,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72700120.html,3,51.39474000000001,-0.11211700000000001,Freehold,53.0,62.0,13.0,5,3,1.25,-8.0,-9.333333333333332,5.0,-3.083333333333332
"Triangle Court, 315-317 Camberwell New Road, London, SE5",http://www.rightmove.co.uk/estate-agents/agent/NDLDN/London-197795.html,2 bedroom penthouse for sale,72722665,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72722665.html,2,51.474641,-0.09433,Leasehold,28.0,46.0,22.0,0,0,1.25,8.5,6.0,5.0,20.75
"Ashfield Road, London, N14",http://www.rightmove.co.uk/estate-agents/agent/John-Thoma-Bespoke-Estate-Agency/Chigwell-Branch-121954.html,3 bedroom terraced house for sale,83112482,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-83112482.html,3,51.626194,-0.133731,Freehold,35.0,56.0,67.0,5,3,1.25,5.0,-1.3333333333333333,-11.0,1.916666666666666
"Cylinder Buliding, City North, Fonthill Road, London, N4",http://www.rightmove.co.uk/estate-agents/agent/Gordon-and-Co/New-Homes-121687.html,2 bedroom flat for sale,61669986,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-61669986.html,2,51.563845,-0.10798800000000001,Leasehold,36.0,56.0,62.0,0,0,1.25,4.5,-1.3333333333333333,-8.5,-4.083333333333333
"Pierhead Lock, Canary Wharf E14",http://www.rightmove.co.uk/estate-agents/agent/Alex-Neil-Estate-Agents/Canary-Wharf---Sales-7387.html,2 bedroom flat for sale,72682186,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72682186.html,2,51.500209999999996,-0.008546999999999999,Leasehold,8.0,30.0,43.0,0,0,1.25,10.0,10.0,0.5,21.75
"Vineyard Avenue, Mill Hill, NW7",http://www.rightmove.co.uk/estate-agents/agent/Admiral-Property-Partnership-Ltd/London-141935.html,3 bedroom flat for sale,63476760,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-63476760.html,3,51.605556,-0.20934,Share of Freehold,46.0,66.0,75.0,5,3,1.25,-1.0,-14.666666666666666,-15.0,-21.416666666666664
"Millharbour, London",http://www.rightmove.co.uk/estate-agents/agent/Waterview/Waterview-Shad-Thames-198539.html,2 bedroom flat for sale,63443721,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-63443721.html,2,51.497808,-0.018369,-,7.0,33.0,45.0,0,0,1.25,10.0,10.0,0.0,21.25
"Coniscliffe Close, Chislehurst",http://www.rightmove.co.uk/estate-agents/agent/Alan-de-Maid/Chislehurst-4846.html,3 bedroom end of terrace house for sale,79388087,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-79388087.html,3,51.4082,0.0569,-,33.0,31.0,26.0,5,0,1.25,6.0,10.0,4.75,27.0
"Caledonia House, London City Island, Canning Town E14",http://www.rightmove.co.uk/estate-agents/agent/Chase-Evans/Docklands-49922.html,2 bedroom apartment for sale,72724573,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72724573.html,2,51.511984999999996,-0.007687999999999999,Leasehold,18.0,26.0,36.0,0,0,1.25,10.0,10.0,2.25,23.5
"Buxton Mews, SW4",http://www.rightmove.co.uk/estate-agents/agent/Douglas-and-Gordon/Clapham-Southside-34250.html,2 bedroom flat for sale,81973022,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-81973022.html,2,51.470766,-0.130823,Leasehold,35.0,57.0,26.0,0,0,1.25,5.0,-2.6666666666666665,4.75,8.333333333333334
"Hawthorne Crescent, London, SE10",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Canary-Wharf-and-Docklands-31566.html,3 bedroom flat for sale,71731060,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-71731060.html,3,51.485282,0.009705,Leasehold,17.0,22.0,35.0,5,0,1.25,10.0,10.0,2.5,28.75
"Dawsonne House, City Island, E14",http://www.rightmove.co.uk/estate-agents/agent/MyLondonHome/Canary-Wharf-106976.html,2 bedroom apartment for sale,83107499,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-83107499.html,2,51.513177,0.006956,Leasehold,9.0,31.0,41.0,0,0,1.25,10.0,10.0,1.0,22.25
"St. Albans Crescent, London, N22",http://www.rightmove.co.uk/estate-agents/agent/Castles-Estate-Agents/Palmers-Green-24398.html,3 bedroom terraced house for sale,63469299,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-63469299.html,3,51.598804,-0.10694400000000001,-,36.0,54.0,68.0,5,0,1.25,4.5,0.6666666666666679,-11.5,-0.08333333333333215
"Assembly Apartments, Peckham, SE15",http://www.rightmove.co.uk/estate-agents/agent/Urban-Spaces/Clerkenwell-167390.html,2 bedroom flat for sale,71845453,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-71845453.html,2,51.47468,-0.05442999999999999,Leasehold,24.0,37.0,23.0,0,0,1.25,10.0,10.0,5.0,26.25
"Victory Place, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Madley-Property-Services-Ltd/Surrey-Quays-171689.html,2 bedroom flat for sale,71700550,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-71700550.html,2,51.510562,-0.035276,Leasehold,8.0,33.0,39.0,0,0,1.25,10.0,10.0,1.5,22.75
"West End Lane, West Hampstead, NW6",http://www.rightmove.co.uk/estate-agents/agent/Paramount/London---Sales-7611.html,2 bedroom flat for sale,83245877,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-83245877.html,2,51.543201,-0.193215,Share of Freehold,46.0,72.0,55.0,0,3,1.25,-1.0,-22.666666666666664,-5.0,-24.416666666666664
"Eastern Avenue, Ilford, Essex, IG4",http://www.rightmove.co.uk/estate-agents/agent/Clarke-Residential/Chingford-138044.html,3 bedroom end of terrace house for sale,39739749,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-39739749.html,3,51.576144,0.05760800000000001,Freehold,19.0,41.0,50.0,5,3,1.25,10.0,9.333333333333334,-2.5,26.083333333333336
"Loxton Road, Forest Hill",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Forest-Hill-55462.html,3 bedroom terraced house for sale,63240705,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-63240705.html,3,51.439567,-0.043504,Freehold,33.0,37.0,13.0,5,3,1.25,6.0,10.0,5.0,30.25
"Edge Hill, Wimbledon Common, SW19",http://www.rightmove.co.uk/estate-agents/agent/Hawes-and-Co/Wimbledon-Village-6360.html,2 bedroom apartment for sale,72695647,23,600000.0,2019-07-13 07:50:03.822505,http://www.rightmove.co.uk/property-for-sale/property-72695647.html,2,51.416164,-0.218401,-,61.0,76.0,36.0,0,0,1.25,-16.0,-28.0,2.25,-40.5
"Festive Mansions, London, E20",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom apartment for sale,63623793,24,565000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-63623793.html,2,51.548362,-0.010459,Leasehold,18.0,36.0,47.0,0,0,2.125,10.0,10.0,-1.0,21.125
"Residence Tower, Woodberry Grove, London, N4",http://www.rightmove.co.uk/estate-agents/agent/JLL/North-London-94529.html,2 bedroom apartment for sale,72619261,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72619261.html,2,51.571444,-0.08988099999999999,Leasehold,32.0,49.0,61.0,0,0,1.25,6.5,4.0,-8.0,3.75
"Amhurst Road, Hackney, E8",http://www.rightmove.co.uk/estate-agents/agent/Butler-and-Stag/Shoreditch-84634.html,2 bedroom flat for sale,63476316,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-63476316.html,2,51.550785999999995,-0.064915,Leasehold,22.0,40.0,51.0,0,0,1.25,10.0,10.0,-3.0,18.25
"Rothbury Road,
Hackney Wick,
London,
E9 5EP",http://www.rightmove.co.uk/developer/branch/Home-Group/Windsor-Place-205022.html,2 bedroom apartment for sale,83028782,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-83028782.html,2,51.546502000000004,-0.03344,Leasehold,16.0,33.0,44.0,0,0,1.25,10.0,10.0,0.25,21.5
"Caledonia House, City Island, E14",http://www.rightmove.co.uk/estate-agents/agent/MyLondonHome/Canary-Wharf-106976.html,2 bedroom apartment for sale,83062193,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-83062193.html,2,51.51198400000001,0.005871,-,7.0,30.0,40.0,0,0,1.25,10.0,10.0,1.25,22.5
"Donoghue Cottages, London, E14",http://www.rightmove.co.uk/estate-agents/agent/Felicity-J-Lord/Bow-11468.html,3 bedroom terraced house for sale,83217611,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-83217611.html,3,51.517061,-0.036726,Freehold,9.0,34.0,40.0,5,3,1.25,10.0,10.0,1.25,30.5
"75 Battersea Park Road, Battersea / Vauxhall /  Nine Elms, SW8",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom flat for sale,62376948,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-62376948.html,2,51.479368,-0.140292,Leasehold,34.0,57.0,31.0,0,0,1.25,5.5,-2.6666666666666665,3.5,7.583333333333334
"Tilson Close, Camberwell, London, SE5",http://www.rightmove.co.uk/estate-agents/agent/Foxtons/Peckham-66768.html,3 bedroom house for sale,72051472,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72051472.html,3,51.47917800000001,-0.08275199999999999,Freehold,25.0,44.0,25.0,5,3,1.25,10.0,7.333333333333334,5.0,31.583333333333336
"Ravensbury Road, Earlsfield",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Earlsfield-55441.html,2 bedroom maisonette for sale,72106705,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72106705.html,2,51.44075,-0.195692,Leasehold,52.0,71.0,31.0,0,0,1.25,-7.0,-21.333333333333332,3.5,-23.583333333333332
"Thurlby Road, London, SE27",http://www.rightmove.co.uk/estate-agents/agent/Nested/London-65616.html,3 bedroom flat for sale,79928516,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-79928516.html,3,51.430234999999996,-0.11051,Share of Freehold,44.0,53.0,12.0,5,3,1.25,0.5,1.333333333333334,5.0,16.083333333333336
"Caledonian Road, Barnsbury, Islington, London, N1",http://www.rightmove.co.uk/estate-agents/agent/relocate-mecouk/London-33012.html,2 bedroom property for sale,72726169,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72726169.html,2,51.539232,-0.116526,-,31.0,54.0,53.0,0,0,1.25,7.0,0.6666666666666679,-4.0,4.916666666666668
"Riffel Road, London, NW2",http://www.rightmove.co.uk/estate-agents/agent/Marsh-and-Parsons/Willesden-Green-204995.html,2 bedroom apartment for sale,63549324,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-63549324.html,2,51.551759999999994,-0.2260800000000001,Share of Freehold,54.0,71.0,66.0,0,3,1.25,-9.0,-21.333333333333332,-10.5,-36.58333333333333
"Deanery Road, London",http://www.rightmove.co.uk/estate-agents/agent/Landmark-Estates/Docklands-5203.html,3 bedroom terraced house for sale,68996983,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-68996983.html,3,51.543011,0.007425,-,17.0,35.0,47.0,5,0,1.25,10.0,10.0,-1.0,25.25
"Colehill Lane, Fulham, London, SW6",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Fulham-Road-31572.html,2 bedroom flat for sale,72880354,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72880354.html,2,51.475916,-0.21069200000000002,-,51.0,74.0,38.0,0,0,1.25,-6.0,-25.333333333333332,1.75,-28.333333333333332
WOODLANDS PARK ROAD,http://www.rightmove.co.uk/estate-agents/agent/Brian-Thomas-Estate-Agents/Green-Lanes-6123.html,3 bedroom terraced house for sale,83217071,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-83217071.html,3,51.582691,-0.095821,Freehold,35.0,52.0,64.0,5,3,1.25,5.0,2.0,-9.5,6.75
"Beaumont Road, Chiswick, W4",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom ground floor flat for sale,63554679,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-63554679.html,2,51.499835,-0.266597,Leasehold,54.0,83.0,53.0,0,0,1.25,-9.0,-37.33333333333333,-4.0,-49.08333333333333
"Caledonia Building, London City Island, E14",http://www.rightmove.co.uk/estate-agents/agent/MyLondonHome/Canary-Wharf-106976.html,2 bedroom apartment for sale,76906709,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-76906709.html,2,51.510465,0.004568,Leasehold,6.0,28.0,39.0,0,0,1.25,10.0,10.0,1.5,22.75
"Beeston Close, Dalston, E8",http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-London-151079.html,2 bedroom semi-detached house for sale,62036058,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-62036058.html,2,51.550319,-0.06653300000000001,Freehold,23.0,40.0,51.0,0,3,1.25,10.0,10.0,-3.0,21.25
"Tournay Road, Fulham, SW6",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Fulham-Road-31572.html,2 bedroom flat for sale,72721882,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-72721882.html,2,51.482073,-0.201336,Leasehold,49.0,72.0,38.0,0,0,1.25,-4.0,-22.666666666666664,1.75,-23.666666666666664
"Fairholme Road, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Fulham-45899.html,2 bedroom apartment for sale,81717551,24,600000.0,2019-07-13 07:50:04.322311,http://www.rightmove.co.uk/property-for-sale/property-81717551.html,2,51.488093,-0.208021,Share of Freehold,48.0,73.0,42.0,0,3,1.25,-3.0,-24.0,0.75,-22.0
"Lyon House, Wandsworth High Street, Wandsworth, London, SW18",http://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Wandsworth-145460.html,2 bedroom flat for sale,83193365,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-83193365.html,2,51.457457,-0.19617,Leasehold,48.0,67.0,32.0,0,0,1.25,-3.0,-16.0,3.25,-14.5
"Severn House, Enterprise Way, Wandsworth, Greater London",http://www.rightmove.co.uk/estate-agents/agent/Springbok-Properties/Nationwide-53811.html,2 bedroom apartment for sale,72776626,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-72776626.html,2,51.461976,-0.193935,-,48.0,69.0,32.0,0,0,1.25,-3.0,-18.666666666666664,3.25,-17.166666666666664
"Standen Road, Southfields",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Southfields-55528.html,2 bedroom terraced house for sale,62521506,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-62521506.html,2,51.44688,-0.202502,Freehold,52.0,70.0,33.0,0,3,1.25,-7.0,-20.0,3.0,-19.75
"Stanley Road, Bounds Green",http://www.rightmove.co.uk/estate-agents/agent/Kinleigh-Folkard-and-Hayward---Sales/Muswell-Hill-55513.html,3 bedroom terraced house for sale,72162997,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-72162997.html,3,51.613406,-0.12689,Freehold,34.0,54.0,66.0,5,3,1.25,5.5,0.6666666666666679,-10.5,4.916666666666668
Langley Road Beckenham BR3,http://www.rightmove.co.uk/estate-agents/agent/Peter-James-Estate-Agents/Brockley-169136.html,3 bedroom semi-detached house for sale,63557292,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-63557292.html,3,51.39698900000001,-0.046327999999999994,Freehold,43.0,47.0,9.0,5,3,1.25,1.0,5.333333333333334,5.0,20.583333333333336
"Holland Road, London",http://www.rightmove.co.uk/estate-agents/agent/John-Wilcox-and-Co/Holland-Park-31413.html,2 bedroom apartment for sale,81958505,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-81958505.html,2,51.502302,-0.213189,Share of Freehold,45.0,74.0,44.0,0,3,1.25,0.0,-25.333333333333332,0.25,-20.833333333333332
"Millharbour, Canary Wharf",http://www.rightmove.co.uk/estate-agents/agent/Dexters/Canary-Wharf-82537.html,2 bedroom flat for sale,63443307,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-63443307.html,2,51.497808,-0.018369,-,7.0,33.0,45.0,0,0,1.25,10.0,10.0,0.0,21.25
"Hildyard Road, London, SW6",http://www.rightmove.co.uk/estate-agents/agent/Hamptons-International-Sales/Parsons-Green-and-Fulham-37904.html,2 bedroom flat for sale,81006701,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-81006701.html,2,51.485242,-0.196441,Share of Freehold,45.0,70.0,39.0,0,3,1.25,0.0,-20.0,1.5,-14.25
"Comeragh Road, Barons Court, London, W14",http://www.rightmove.co.uk/estate-agents/agent/Cow-and-Co/London-191477.html,2 bedroom flat for sale,72054229,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-72054229.html,2,51.488898999999996,-0.21067199999999997,Leasehold,48.0,73.0,44.0,0,0,1.25,-3.0,-24.0,0.25,-25.5
"Symington Mews, Coopersale Road, Hackney, E9",http://www.rightmove.co.uk/estate-agents/agent/Winkworth/Hackney-74963.html,2 bedroom house for sale,54535098,25,600000.0,2019-07-13 07:50:04.677130,http://www.rightmove.co.uk/property-for-sale/property-54535098.html,2,,,-,,,,0,0,1.25,10.0,10.0,5.0,26.25
